-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,7.000000000000000000e+01
-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,9.309545898437500000e+01,9.292194366455078125e+01,9.263857269287109375e+01,9.229591369628906250e+01,9.189198303222656250e+01,9.156074523925781250e+01,9.115948486328125000e+01,9.070022583007812500e+01,9.018848419189453125e+01,8.962720489501953125e+01,8.901800537109375000e+01,8.840716552734375000e+01,8.779626464843750000e+01,8.718648529052734375e+01,8.657896423339843750e+01,8.598350524902343750e+01,8.538946533203125000e+01,8.479822540283203125e+01,8.421062469482421875e+01,8.362750244140625000e+01,8.304887390136718750e+01,8.247550964355468750e+01,8.190782928466796875e+01,8.134442138671875000e+01,8.078555297851562500e+01,8.023154449462890625e+01,7.968260955810546875e+01,7.913851928710937500e+01,7.859738159179687500e+01,7.805911254882812500e+01,7.752354431152343750e+01,7.699051666259765625e+01,7.646009063720703125e+01,7.592996215820312500e+01,7.539996337890625000e+01,7.486996459960937500e+01,7.433986663818359375e+01,7.380957031250000000e+01,7.327680206298828125e+01,7.274152374267578125e+01,7.220367431640625000e+01,7.166294860839843750e+01,7.111666870117187500e+01,7.056308746337890625e+01,7.000000000000000000e+01
-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,9.336862182617187500e+01,9.318540954589843750e+01,9.294716644287109375e+01,9.264690399169921875e+01,9.227808380126953125e+01,9.195026397705078125e+01,9.158668518066406250e+01,9.117248535156250000e+01,9.070682525634765625e+01,9.019134521484375000e+01,8.962752532958984375e+01,8.901636505126953125e+01,8.840404510498046875e+01,8.779182434082031250e+01,8.718098449707031250e+01,8.657252502441406250e+01,8.597636413574218750e+01,8.538180541992187500e+01,8.479005432128906250e+01,8.420219421386718750e+01,8.361881256103515625e+01,8.304005432128906250e+01,8.246670532226562500e+01,8.189913940429687500e+01,8.133599090576171875e+01,8.077744293212890625e+01,8.022385406494140625e+01,7.967525482177734375e+01,7.913162994384765625e+01,7.859104156494140625e+01,7.805338287353515625e+01,7.751839447021484375e+01,7.698611450195312500e+01,7.645623016357421875e+01,7.592665100097656250e+01,7.539703369140625000e+01,7.486755371093750000e+01,7.433780670166015625e+01,7.380796051025390625e+01,7.327548217773437500e+01,7.274046325683593750e+01,7.220267486572265625e+01,7.166207885742187500e+01,7.111608886718750000e+01,7.056281280517578125e+01,7.000000000000000000e+01
-9.999899902343750000e+02,-9.999899902343750000e+02,-9.999899902343750000e+02,9.364166259765625000e+01,9.346868133544921875e+01,9.324632263183593750e+01,9.297758483886718750e+01,9.264590454101562500e+01,9.234228515625000000e+01,9.200062561035156250e+01,9.161887359619140625e+01,9.119176483154296875e+01,9.071744537353515625e+01,9.019578552246093750e+01,8.962736511230468750e+01,8.901256561279296875e+01,8.839728546142578125e+01,8.778258514404296875e+01,8.716968536376953125e+01,8.655949401855468750e+01,8.596191406250000000e+01,8.536616516113281250e+01,8.477354431152343750e+01,8.418507385253906250e+01,8.360127258300781250e+01,8.302235412597656250e+01,8.244898986816406250e+01,8.188162994384765625e+01,8.131893157958984375e+01,8.076106262207031250e+01,8.020824432373046875e+01,7.966054534912109375e+01,7.911791992187500000e+01,7.857836151123046875e+01,7.804186248779296875e+01,7.750806427001953125e+01,7.697697448730468750e+01,7.644834899902343750e+01,7.591986083984375000e+01,7.539127349853515625e+01,7.486275482177734375e+01,7.433394622802734375e+01,7.380484008789062500e+01,7.327297210693359375e+01,7.273840332031250000e+01,7.220090484619140625e+01,7.166040802001953125e+01,7.111499023437500000e+01,7.056226348876953125e+01,7.000000000000000000e+01
-9.999899902343750000e+02,-9.999899902343750000e+02,9.388021087646484375e+01,9.373201751708984375e+01,9.353465270996093750e+01,9.329252624511718750e+01,9.299444580078125000e+01,9.271654510498046875e+01,9.240131378173828125e+01,9.204700469970703125e+01,9.165176391601562500e+01,9.121300506591796875e+01,9.072938537597656250e+01,9.020032501220703125e+01,8.962588500976562500e+01,8.900606536865234375e+01,8.838650512695312500e+01,8.776823425292968750e+01,8.715224456787109375e+01,8.653950500488281250e+01,8.593986511230468750e+01,8.534238433837890625e+01,8.474840545654296875e+01,8.415900421142578125e+01,8.357462310791015625e+01,8.299551391601562500e+01,8.242222595214843750e+01,8.185523986816406250e+01,8.129325103759765625e+01,8.073631286621093750e+01,8.018465423583984375e+01,7.963835906982421875e+01,7.909725952148437500e+01,7.855934143066406250e+01,7.802448272705078125e+01,7.749245452880859375e+01,7.696319580078125000e+01,7.643630981445312500e+01,7.590956115722656250e+01,7.538268280029296875e+01,7.485564422607421875e+01,7.432821655273437500e+01,7.380027008056640625e+01,7.326940155029296875e+01,7.273547363281250000e+01,7.219849395751953125e+01,7.165796661376953125e+01,7.111341857910156250e+01,7.056147003173828125e+01,7.000000000000000000e+01
-9.999899902343750000e+02,9.405029296875000000e+01,9.394630432128906250e+01,9.378898620605468750e+01,9.358266448974609375e+01,9.331988525390625000e+01,9.306879425048828125e+01,9.278142547607421875e+01,9.245566558837890625e+01,9.209013366699218750e+01,9.168333435058593750e+01,9.123376464843750000e+01,9.074058532714843750e+01,9.020335388183593750e+01,8.962176513671875000e+01,8.899583435058593750e+01,8.837096405029296875e+01,8.774808502197265625e+01,8.712810516357421875e+01,8.651202392578125000e+01,8.590964508056640625e+01,8.531000518798828125e+01,8.471432495117187500e+01,8.412363433837890625e+01,8.353848266601562500e+01,8.295911407470703125e+01,8.238595581054687500e+01,8.181954956054687500e+01,8.125846099853515625e+01,8.070284271240234375e+01,8.015282440185546875e+01,7.960840606689453125e+01,7.906941986083984375e+01,7.853382110595703125e+01,7.800131225585937500e+01,7.747166442871093750e+01,7.694483947753906250e+01,7.642037963867187500e+01,7.589598083496093750e+01,7.537132263183593750e+01,7.484631347656250000e+01,7.432072448730468750e+01,7.379434967041015625e+01,7.326483154296875000e+01,7.273193359375000000e+01,7.219572448730468750e+01,7.165574645996093750e+01,7.111174011230468750e+01,7.056049346923828125e+01,7.000000000000000000e+01
-9.999899902343750000e+02,9.407358551025390625e+01,9.398514556884765625e+01,9.383082580566406250e+01,9.361294555664062500e+01,9.339342498779296875e+01,9.313666534423828125e+01,9.284132385253906250e+01,9.250616455078125000e+01,9.213026428222656250e+01,9.171275329589843750e+01,9.125275421142578125e+01,9.074982452392578125e+01,9.020367431640625000e+01,8.961410522460937500e+01,8.898106384277343750e+01,8.834985351562500000e+01,8.772140502929687500e+01,8.709666442871093750e+01,8.647649383544921875e+01,8.587070465087890625e+01,8.526826477050781250e+01,8.467052459716796875e+01,8.407835388183593750e+01,8.349233245849609375e+01,8.291264343261718750e+01,8.233974456787109375e+01,8.177413940429687500e+01,8.121427154541015625e+01,8.066039276123046875e+01,8.011253356933593750e+01,7.957056427001953125e+01,7.903430938720703125e+01,7.850164031982421875e+01,7.797215270996093750e+01,7.744569396972656250e+01,7.692198944091796875e+01,7.640061950683593750e+01,7.587918090820312500e+01,7.535732269287109375e+01,7.483488464355468750e+01,7.431167602539062500e+01,7.378739929199218750e+01,7.325952148437500000e+01,7.272807312011718750e+01,7.219292449951171875e+01,7.165368652343750000e+01,7.111026000976562500e+01,7.055937194824218750e+01,7.000000000000000000e+01
-9.999899902343750000e+02,9.410528564453125000e+01,9.402144622802734375e+01,9.386268615722656250e+01,9.368246459960937500e+01,9.346168518066406250e+01,9.320016479492187500e+01,9.289764404296875000e+01,9.255360412597656250e+01,9.216769409179687500e+01,9.173968505859375000e+01,9.126916503906250000e+01,9.075606536865234375e+01,9.020032501220703125e+01,8.960194396972656250e+01,8.896078491210937500e+01,8.832226562500000000e+01,8.768738555908203125e+01,8.705711364746093750e+01,8.643214416503906250e+01,8.582233428955078125e+01,8.521670532226562500e+01,8.461642456054687500e+01,8.402248382568359375e+01,8.343546295166015625e+01,8.285545349121093750e+01,8.228293609619140625e+01,8.171839141845703125e+01,8.116015625000000000e+01,8.060849761962890625e+01,8.006314849853515625e+01,7.952407073974609375e+01,7.899123382568359375e+01,7.846216583251953125e+01,7.793660736083984375e+01,7.741413879394531250e+01,7.689447021484375000e+01,7.637714385986328125e+01,7.585931396484375000e+01,7.534097290039062500e+01,7.482175445556640625e+01,7.430139923095703125e+01,7.377960968017578125e+01,7.325389099121093750e+01,7.272418212890625000e+01,7.219025421142578125e+01,7.165209960937500000e+01,7.110923004150390625e+01,7.055879211425781250e+01,7.000000000000000000e+01
-9.999899902343750000e+02,9.414538574218750000e+01,9.406010437011718750e+01,9.392802429199218750e+01,9.375030517578125000e+01,9.352805328369140625e+01,9.326176452636718750e+01,9.295196533203125000e+01,9.259894561767578125e+01,9.220286560058593750e+01,9.176408386230468750e+01,9.128258514404296875e+01,9.075870513916015625e+01,9.019250488281250000e+01,8.958427429199218750e+01,8.893410491943359375e+01,8.828744506835937500e+01,8.764522552490234375e+01,8.700854492187500000e+01,8.637813568115234375e+01,8.576366424560546875e+01,8.515427398681640625e+01,8.455109405517578125e+01,8.395518493652343750e+01,8.336704254150390625e+01,8.278668975830078125e+01,8.221408081054687500e+01,8.165021514892578125e+01,8.109363555908203125e+01,8.054435729980468750e+01,8.000212860107421875e+01,7.946672058105468750e+01,7.893803405761718750e+01,7.841337585449218750e+01,7.789254760742187500e+01,7.737496948242187500e+01,7.686029052734375000e+01,7.634798431396484375e+01,7.583523559570312500e+01,7.532164764404296875e+01,7.480686950683593750e+01,7.429035186767578125e+01,7.377159881591796875e+01,7.324832153320312500e+01,7.272054290771484375e+01,7.218806457519531250e+01,7.165090942382812500e+01,7.110871887207031250e+01,7.055860137939453125e+01,7.000000000000000000e+01
-9.999899902343750000e+02,9.419836425781250000e+01,9.412350463867187500e+01,9.399692535400390625e+01,9.382046508789062500e+01,9.359566497802734375e+01,9.332384490966796875e+01,9.300613403320312500e+01,9.264342498779296875e+01,9.223646545410156250e+01,9.178606414794921875e+01,9.129272460937500000e+01,9.075703430175781250e+01,9.017940521240234375e+01,8.956032562255859375e+01,8.890008544921875000e+01,8.824422454833984375e+01,8.759383392333984375e+01,8.694990539550781250e+01,8.631331634521484375e+01,8.569360351562500000e+01,8.507986450195312500e+01,8.447346496582031250e+01,8.387544250488281250e+01,8.328569793701171875e+01,8.270381927490234375e+01,8.213066101074218750e+01,8.156776428222656250e+01,8.101330566406250000e+01,8.046714782714843750e+01,7.992887878417968750e+01,7.939804077148437500e+01,7.887434387207031250e+01,7.835515594482421875e+01,7.784005737304687500e+01,7.732836914062500000e+01,7.681961059570312500e+01,7.631322479248046875e+01,7.580636596679687500e+01,7.529847717285156250e+01,7.478897857666015625e+01,7.427729034423828125e+01,7.376305389404296875e+01,7.324341583251953125e+01,7.271784210205078125e+01,7.218687438964843750e+01,7.165061950683593750e+01,7.110877990722656250e+01,7.055876159667968750e+01,7.000000000000000000e+01
